Segment,Consumer,Column 1,Column 2,Column 3,Consumer Total,Corporate,Column 4,Column 5,Column 6,Corporate Total,Home Office,Column 7,Column 8,Column 9,Home Office Total
CA-2011-104283,50.4295103030303,19.71493090909091,120.54364727272726,616.14,616.14,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-106054,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,12.78,24.01771636363636,85.43813575757578,135.61887636363636,12.78,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-106810,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,310.88000000000005,310.88000000000005,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-107573,50.4295103030303,19.71493090909091,120.54364727272726,23.472,23.472,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-107811,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,661.5040000000001,661.5040000000001,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-108707,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,10.368000000000002,10.368000000000002
CA-2011-109043,243.60000000000002,19.71493090909091,120.54364727272726,283.44759878787875,243.60000000000002,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-109232,50.4295103030303,19.71493090909091,545.9399999999999,283.44759878787875,545.9399999999999,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-110100,50.4295103030303,19.71493090909091,120.54364727272726,302.376,302.376,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-110408,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,2216.8,135.61887636363636,2216.8,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-110422,50.4295103030303,19.71493090909091,25.248,283.44759878787875,25.248,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-111500,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,484.78999999999996,484.78999999999996,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-111934,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,47.32,24.01771636363636,85.43813575757578,135.61887636363636,47.32,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-112718,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,1.1670000000000003,1.1670000000000003,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-113047,50.4295103030303,11.850000000000001,120.54364727272726,283.44759878787875,11.850000000000001,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-113166,9.568000000000001,19.71493090909091,120.54364727272726,283.44759878787875,9.568000000000001,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-114314,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,16.23,16.23,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-114321,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,1417.35,1417.35,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-114335,50.4295103030303,19.71493090909091,120.54364727272726,337.088,337.088,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-114790,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,782.6300000000001,135.61887636363636,782.6300000000001,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-115084,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,605.34,605.34,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-115357,50.4295103030303,19.71493090909091,62.91,283.44759878787875,62.91,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-116190,50.4295103030303,19.71493090909091,120.54364727272726,256.47999999999996,256.47999999999996,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-116239,50.4295103030303,354.90000000000003,120.54364727272726,283.44759878787875,354.90000000000003,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-116407,50.4295103030303,19.71493090909091,120.54364727272726,362.17600000000004,362.17600000000004,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-116568,50.4295103030303,19.71493090909091,120.54364727272726,186.304,186.304,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-117016,50.4295103030303,19.71493090909091,120.54364727272726,15.552000000000003,15.552000000000003,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-117345,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,202.89600000000002,202.89600000000002,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-117639,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,3333.9000000000005,3333.9000000000005,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-120432,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,25.5,135.61887636363636,25.5,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-120670,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,799.9200000000001,799.9200000000001
CA-2011-120768,50.4295103030303,19.71493090909091,1979.89,283.44759878787875,1979.89,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-120950,50.4295103030303,19.71493090909091,120.54364727272726,43.68,43.68,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-121286,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,66.61600000000001,135.61887636363636,66.61600000000001,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-122217,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,111.15,111.15
CA-2011-123400,50.4295103030303,19.71493090909091,120.54364727272726,199.29600000000002,199.29600000000002,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-123925,50.4295103030303,19.71493090909091,40.05,283.44759878787875,40.05,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-124023,8.96,19.71493090909091,120.54364727272726,283.44759878787875,8.96,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-124618,50.4295103030303,19.71493090909091,479.98400000000004,283.44759878787875,479.98400000000004,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-124688,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,1812.01,24.01771636363636,85.43813575757578,135.61887636363636,1812.01,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-125136,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,106.944,106.944,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-125682,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,9.96,24.01771636363636,85.43813575757578,135.61887636363636,9.96,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-127299,50.4295103030303,19.71493090909091,120.54364727272726,2692.329,2692.329,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-127488,50.4295103030303,19.71493090909091,4.608,283.44759878787875,4.608,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-127614,50.4295103030303,19.71493090909091,120.54364727272726,1508.13,1508.13,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-128839,50.4295103030303,19.71493090909091,120.54364727272726,254.96999999999997,254.96999999999997,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-128846,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,752.92,752.92,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-129091,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,1022.61,1022.61,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-129819,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,12.39,135.61887636363636,12.39,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-130155,34.2,19.71493090909091,120.54364727272726,283.44759878787875,34.2,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-130428,50.4295103030303,1142.1649999999997,120.54364727272726,283.44759878787875,1142.1649999999997,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-130918,50.4295103030303,19.71493090909091,7.6320000000000014,283.44759878787875,7.6320000000000014,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-131527,50.4295103030303,19.71493090909091,120.54364727272726,95.968,95.968,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-131541,50.4295103030303,193.152,120.54364727272726,283.44759878787875,193.152,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-131905,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,321.56,24.01771636363636,85.43813575757578,135.61887636363636,321.56,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-132010,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,389.74,7.218075151515152,21.31182303030303,132.72395757575757,389.74
CA-2011-132612,50.4295103030303,19.71493090909091,1441.3,283.44759878787875,1441.3,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-133634,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,47.79,47.79
CA-2011-134551,50.4295103030303,19.71493090909091,120.54364727272726,732.312,732.312,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-134621,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,18.240000000000002,18.240000000000002
CA-2011-136336,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,828.8399999999999,828.8399999999999,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-136567,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,2884.37,7.218075151515152,21.31182303030303,132.72395757575757,2884.37
CA-2011-136861,31.983999999999998,19.71493090909091,120.54364727272726,283.44759878787875,31.983999999999998,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-137911,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,88.768,88.768,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-138296,50.4295103030303,19.71493090909091,120.54364727272726,24.56,24.56,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-138527,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,192.424,192.424,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-138709,50.4295103030303,19.71493090909091,120.54364727272726,37.44,37.44,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-140165,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,405.456,7.218075151515152,21.31182303030303,132.72395757575757,405.456
CA-2011-140886,50.4295103030303,19.71493090909091,120.54364727272726,69.21600000000001,69.21600000000001,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-142727,50.4295103030303,19.71493090909091,69.9,283.44759878787875,69.9,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-142951,50.4295103030303,23.472,120.54364727272726,283.44759878787875,23.472,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-143182,50.4295103030303,19.71493090909091,120.54364727272726,15.384,15.384,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-143840,50.4295103030303,19.71493090909091,120.54364727272726,180.93,180.93,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-145317,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,23661.228,23661.228
CA-2011-145576,50.4295103030303,19.71493090909091,26.128,283.44759878787875,26.128,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-146731,50.4295103030303,19.71493090909091,120.54364727272726,147.34400000000002,147.34400000000002,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-146885,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,13.620000000000001,13.620000000000001,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-148285,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,22.320000000000004,22.320000000000004
CA-2011-148425,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,6.642000000000001,6.642000000000001,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-149020,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,54.83,54.83,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-149538,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,364.92999999999995,364.92999999999995,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-149958,50.4295103030303,19.71493090909091,120.54364727272726,370.78200000000004,370.78200000000004,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-151953,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,2.8160000000000003,2.8160000000000003,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-151967,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,129.92,129.92,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-152254,50.4295103030303,310.688,120.54364727272726,283.44759878787875,310.688,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-152268,50.4295103030303,19.71493090909091,120.54364727272726,1793.98,1793.98,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-152562,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,75.16,75.16,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-152849,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,4.368,4.368,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-153087,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,521.92,521.92,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-153913,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,1015.8160000000001,135.61887636363636,1015.8160000000001,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-153927,286.65000000000003,19.71493090909091,120.54364727272726,283.44759878787875,286.65000000000003,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-154158,50.4295103030303,19.71493090909091,619.8480000000002,283.44759878787875,619.8480000000002,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-155208,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,39.072,39.072,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-155390,50.4295103030303,19.71493090909091,120.54364727272726,42.208,42.208,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-155852,50.4295103030303,19.71493090909091,19.456000000000003,283.44759878787875,19.456000000000003,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-156006,50.4295103030303,19.71493090909091,47.79,283.44759878787875,47.79,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,132.72395757575757,180.01212484848483
CA-2011-156244,50.4295103030303,19.71493090909091,120.54364727272726,283.44759878787875,474.1356872727274,50.40632,24.01771636363636,85.43813575757578,135.61887636363636,295.4810484848485,18.758269090909085,7.218075151515152,21.31182303030303,457.744,457.744
